# 大きい,小さい
# 白鳥 > にわとり = ふくろう = ペンギン >> すずめ
白鳥,1,にわとり,2,ふくろう,2,ペンギン,2,すずめ,5
# 可愛い,可愛くない
# すずめ > ふくろう > にわとり > ペンギン = 白鳥
すずめ,1,ふくろう,2,にわとり,3,ペンギン,4,白鳥,4
# ヘルシーだ,ヘルシーでない
# もやし = きゅうり > 白菜 = 玉ねぎ > ナス = ほうれん草 > かぼちゃ
もやし,1,きゅうり,1,白菜,3,玉ねぎ,3,ナス,5,ほうれん草,5,かぼちゃ,7
# 美味しい,不味い
# もやし = きゅうり > 玉ねぎ = ナス = かぼちゃ > 白菜 = ほうれん草
もやし,1,きゅうり,1,玉ねぎ,3,ナス,3,かぼちゃ,3,白菜,6,ほうれん草,6
# 甘い,甘くない
# イチゴ = 柿 > ぶどう = りんご = メロン > さくらんぼ = みかん
イチゴ,1,柿,1,ぶどう,3,りんご,3,メロン,3,さくらんぼ,6,みかん,6
# 大きい,小さい
# メロン > ぶどう > りんご > みかん = 柿 > さくらんぼ = イチゴ
メロン,1,ぶどう,2,りんご,3,みかん,4,柿,4,さくらんぼ,6,イチゴ,6
# かしこい,ばかだ
# 熊 > クジラ = 犬 = ライオン >> ネズミ
熊,1,クジラ,2,犬,2,ライオン,2,ネズミ,5
# 大きい,小さい
# クジラ > 熊 = ライオン > 犬 >> ネズミ
クジラ,1,熊,2,ライオン,2,犬,4,ネズミ,5
# 上品だ,下品だ
# パール > ガーネット = オパール = サファイア > ターコイズ
パール,1,ガーネット,2,オパール,2,サファイア,2,ターコイズ,5
# 珍しい,珍しくない
# パール = オパール > サファイア = ガーネット > ターコイズ
パール,1,オパール,1,サファイア,3,ガーネット,3,ターコイズ,5
# 優雅だ,優雅でない
# ハープ > ヴァイオリン = チェロ > フルート = クラリネット
ハープ,1,ヴァイオリン,2,チェロ,2,フルート,4,クラリネット,4
# 心地よい,不快だ
# チェロ = ヴァイオリン > フルート > クラリネット > ハープ
