# 大きい,小さい
# 白鳥 > ペンギン > ふくろう = にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,3,すずめ,5
# 可愛い,可愛くない
# ペンギン > すずめ = ふくろう > にわとり > 白鳥
ペンギン,1,すずめ,2,ふくろう,2,にわとり,4,白鳥,5
# ヘルシーだ,ヘルシーでない
# ナス = 白菜 = もやし = 玉ねぎ = きゅうり = ほうれん草 > かぼちゃ
ナス,1,白菜,1,もやし,1,玉ねぎ,1,きゅうり,1,ほうれん草,1,かぼちゃ,7
# 美味しい,不味い
# もやし = きゅうり > ほうれん草 > かぼちゃ = 玉ねぎ > 白菜 > ナス
もやし,1,きゅうり,1,ほうれん草,3,かぼちゃ,4,玉ねぎ,4,白菜,6,ナス,7
# 甘い,甘くない
# さくらんぼ > イチゴ = メロン = りんご > ぶどう = みかん > 柿
さくらんぼ,1,イチゴ,2,メロン,2,りんご,2,ぶどう,5,みかん,5,柿,7
# 大きい,小さい
# メロン > りんご > 柿 = みかん > ぶどう > イチゴ > さくらんぼ
メロン,1,りんご,2,柿,3,みかん,3,ぶどう,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# ネズミ > 犬 > ライオン > 熊 > クジラ
ネズミ,1,犬,2,ライオン,3,熊,4,クジラ,5
# 大きい,小さい
# クジラ >> ライオン > 熊 >> 犬 > ネズミ
クジラ,1,ライオン,2,熊,3,犬,4,ネズミ,5
# 上品だ,下品だ
# サファイア = ターコイズ = ガーネット = オパール = パール
サファイア,1,ターコイズ,1,ガーネット,1,オパール,1,パール,1
# 珍しい,珍しくない
# サファイア = ガーネット = ターコイズ = オパール = パール
サファイア,1,ガーネット,1,ターコイズ,1,オパール,1,パール,1
# 優雅だ,優雅でない
# クラリネット = ヴァイオリン > フルート > ハープ > チェロ
クラリネット,1,ヴァイオリン,1,フルート,3,ハープ,4,チェロ,5
# 心地よい,不快だ
# ハープ = クラリネット > ヴァイオリン = フルート > チェロ
ハープ,1,クラリネット,1,ヴァイオリン,3,フルート,3,チェロ,5
# 綺麗だ,醜い
# ひまわり = サクラ > たんぽぽ = すずらん > 桔梗
ひまわり,1,サクラ,1,たんぽぽ,3,すずらん,3,桔梗,5
# 好きだ,嫌いだ
# ひまわり > サクラ > 桔梗 > たんぽぽ > すずらん
ひまわり,1,サクラ,2,桔梗,3,たんぽぽ,4,すずらん,5
# 美味しい,不味い
# ドトール >> コメダ > タリーズ = サンマルク = ルノアール
ドトール,1,コメダ,2,タリーズ,3,サンマルク,3,ルノアール,3
# 高い,安い
# コメダ > サンマルク = ルノアール > タリーズ > ドトール
コメダ,1,サンマルク,2,ルノアール,2,タリーズ,4,ドトール,5
# 好調だ,不調だ
# パナソニック = 日立製作所 = キャノン = エプソン > 富士通 = ソニー > 東芝
パナソニック,1,日立製作所,1,キャノン,1,エプソン,1,富士通,5,ソニー,5,東芝,7
# 新しい,古い
# パナソニック = 日立製作所 = キャノン = エプソン = ソニー = 富士通 = 東芝
パナソニック,1,日立製作所,1,キャノン,1,エプソン,1,ソニー,1,富士通,1,東芝,1
# 裕福だ,貧乏だ
# アメリカ > イギリス > スペイン > ロシア > タイ = インド = 中国
アメリカ,1,イギリス,2,スペイン,3,ロシア,4,タイ,5,インド,5,中国,5
# 広大だ,せまい
# ロシア > 中国 > アメリカ > インド > スペイン > イギリス > タイ
ロシア,1,中国,2,アメリカ,3,インド,4,スペイン,5,イギリス,6,タイ,7
# 暖かい,寒い
# タイ = インド > スペイン > 中国 > アメリカ = イギリス > ロシア
タイ,1,インド,1,スペイン,3,中国,4,アメリカ,5,イギリス,5,ロシア,7
# 好調だ,不調だ
# ダイハツ = ヤマハ > ホンダ = マツダ > トヨタ
ダイハツ,1,ヤマハ,1,ホンダ,3,マツダ,3,トヨタ,5
# 有名だ,無名だ
# トヨタ > マツダ = ホンダ > ヤマハ = ダイハツ
トヨタ,1,マツダ,2,ホンダ,2,ヤマハ,4,ダイハツ,4
# 美味しい,不味い
# ハイボール > 日本酒 > チューハイ > ビール > ウイスキー
ハイボール,1,日本酒,2,チューハイ,3,ビール,4,ウイスキー,5
# 高価だ,安価だ
# 日本酒 = ウイスキー > チューハイ = ハイボール = ビール
日本酒,1,ウイスキー,1,チューハイ,3,ハイボール,3,ビール,3
# 好きだ,嫌いだ
# ハンバーガー = チャーハン > カレー = ラーメン > ピザ
ハンバーガー,1,チャーハン,1,カレー,3,ラーメン,3,ピザ,5
# 脂っこい,脂っこくない
# ハンバーガー = ラーメン > チャーハン = カレー = ピザ
ハンバーガー,1,ラーメン,1,チャーハン,3,カレー,3,ピザ,3
# 高価だ,安価だ
# 洗濯機 > エアコン > プリンタ > カーナビ > カメラ
洗濯機,1,エアコン,2,プリンタ,3,カーナビ,4,カメラ,5
# うるさい,静かだ
# エアコン = 洗濯機 > プリンタ > カメラ = カーナビ
エアコン,1,洗濯機,1,プリンタ,3,カメラ,4,カーナビ,4
# 好きだ,嫌いだ
# 強風 > 雨 = 晴天 > 雪 > 霧 > 雷 = 霜
強風,1,雨,2,晴天,2,雪,4,霧,5,雷,6,霜,6
# 珍しい,珍しくない
# 霜 > 霧 > 雪 > 雷 = 強風 > 雨 = 晴天
霜,1,霧,2,雪,3,雷,4,強風,4,雨,6,晴天,6
# 好きだ,嫌いだ
